dataset,query_id,query_original,query_variation,category,variation
antique/train/split200-valid,317469,how can i get rid off my pimples white black heads and oiliness of my face,how can i get rid off my pimples shite black heads and oiliness of my face,Misspelling,QWERTYCharSub
antique/train/split200-valid,595342,what is there to expect when you turn 17,what is there to expecr when you turn 17,Misspelling,QWERTYCharSub
antique/train/split200-valid,2735795,how to decrease weight 100kg to 70kg,how to decrease welght 100kg to 70kg,Misspelling,QWERTYCharSub
antique/train/split200-valid,1727879,why is organic all natural food more expensive,why is organic all hatural food more expensive,Misspelling,QWERTYCharSub
antique/train/split200-valid,3172166,does any one know how to find out about an insurance claim,does any one know how to find out about an insurance dlaim,Misspelling,QWERTYCharSub
antique/train/split200-valid,212427,why do criminals practice crime,why do criminals praftice crime,Misspelling,QWERTYCharSub
antique/train/split200-valid,3280274,what is a schnitzel,what is a svhnitzel,Misspelling,QWERTYCharSub
antique/train/split200-valid,2942624,why do random strangers keep asking me what ethnicity i am,why do random strangers meep asking me what ethnicity i am,Misspelling,QWERTYCharSub
antique/train/split200-valid,3495304,how can i find a diabetic freind,how can i flnd a diabetic freind,Misspelling,QWERTYCharSub
antique/train/split200-valid,485408,what can i do tonight,what can i do tonitht,Misspelling,QWERTYCharSub
antique/train/split200-valid,2630860,why is god male,why is gid male,Misspelling,QWERTYCharSub
antique/train/split200-valid,2764765,how to study 17 18 hrs a day give me practical tips,how to study 17 18 hrs a day give me pfactical tips,Misspelling,QWERTYCharSub
antique/train/split200-valid,2961191,what is ogopogo,what is oglpogo,Misspelling,QWERTYCharSub
antique/train/split200-valid,3841762,what is the most important number and why,what is the most inportant number and why,Misspelling,QWERTYCharSub
antique/train/split200-valid,1933929,why do dog go bathroom on the funiture,why do dog go bathroom on the funuture,Misspelling,QWERTYCharSub
antique/train/split200-valid,1440810,what is the difference between hotmail and hotmale,what is the differenfe between hotmail and hotmale,Misspelling,QWERTYCharSub
antique/train/split200-valid,94629,why receptors are good drug target,why receptors are good drjg target,Misspelling,QWERTYCharSub
antique/train/split200-valid,189364,how can i become a better ballet dancer,how can i become a better bqllet dancer,Misspelling,QWERTYCharSub
antique/train/split200-valid,2169746,how can i get rid of a boil on vaginal labia and underarm pits,how can i get rid of a boil on vaginal labia and underarm pifs,Misspelling,QWERTYCharSub
antique/train/split200-valid,2147417,why doesn t glue stick to the inside of the bottle,why doesn t gpue stick to the inside of the bottle,Misspelling,QWERTYCharSub
antique/train/split200-valid,554539,why do you read,why do you rewd,Misspelling,QWERTYCharSub
antique/train/split200-valid,332662,what is sosiology,what is sosjology,Misspelling,QWERTYCharSub
antique/train/split200-valid,3382182,is more difficult to train a male versus a female,is more difficult to traij a male versus a female,Misspelling,QWERTYCharSub
antique/train/split200-valid,242701,why does taco bell always make me nauseas,why does taco bell zlways make me nauseas,Misspelling,QWERTYCharSub
antique/train/split200-valid,2573803,how do you get rid of sweat stains on clothes,how do you get rid of sweat stains on coothes,Misspelling,QWERTYCharSub
antique/train/split200-valid,2094435,what is involved in an artists portfolio,what is involved in an artists portfollo,Misspelling,QWERTYCharSub
antique/train/split200-valid,2041828,what does the bible mean by calling pride a deadly sin,what does the bible mean by calling pride a dezdly sin,Misspelling,QWERTYCharSub
antique/train/split200-valid,1907847,what sounds like a clap,what sounds like a clzp,Misspelling,QWERTYCharSub
antique/train/split200-valid,544869,why is it so easy to be bad,why is it so eazy to be bad,Misspelling,QWERTYCharSub
antique/train/split200-valid,937635,why do they put braille on a drive through atm,why do they pht braille on a drive through atm,Misspelling,QWERTYCharSub
antique/train/split200-valid,1512776,why can t i post to a finance message board,why can t i post to a fjnance message board,Misspelling,QWERTYCharSub
antique/train/split200-valid,1467322,why do i keep coming on here asking stupid questions that dont really matter pray tell,why do i keep coming on here asking stupid questions that dont really matter pray twll,Misspelling,QWERTYCharSub
antique/train/split200-valid,1423289,why does my nextel turn off by itself,why does my nexgel turn off by itself,Misspelling,QWERTYCharSub
antique/train/split200-valid,1211877,how does playing pool deal with science,how does playing pool deal with scifnce,Misspelling,QWERTYCharSub
antique/train/split200-valid,404359,why is corruption high in the third world countries,why is corruptlon high in the third world countries,Misspelling,QWERTYCharSub
antique/train/split200-valid,4287367,how can ppl tell if they r bipolar,how can ppl tell if they e bipolae,Misspelling,QWERTYCharSub
antique/train/split200-valid,278043,how is splitting a laser beam dangerous,how is splitting a laser heam dangerous,Misspelling,QWERTYCharSub
antique/train/split200-valid,3635284,what is the procedure for getting a paternity test,what is the procedure for getting a paternigy test,Misspelling,QWERTYCharSub
antique/train/split200-valid,2421078,why is my chihuahua male so hateful,why is my chihuahua kale so hateful,Misspelling,QWERTYCharSub
antique/train/split200-valid,684633,what s the best asian and why,what s the best asiab and why,Misspelling,QWERTYCharSub
antique/train/split200-valid,3814583,why do only republicans defend martha stewart,why do only republicans defens martha stewart,Misspelling,QWERTYCharSub
antique/train/split200-valid,489705,what are some unwritten rules while using a urinal,what are some unwritten rules while uzing a urinal,Misspelling,QWERTYCharSub
antique/train/split200-valid,1970273,why do hot molecules move faster than cold molecules,why do hot molecules mive faster than cold molecules,Misspelling,QWERTYCharSub
antique/train/split200-valid,2175167,what is your definition of pornography,what is your definition of pornogrsphy,Misspelling,QWERTYCharSub
antique/train/split200-valid,963523,how to get mythral shards on kingdom hearts 2,how to get mythral shards on kingdom heafts 2,Misspelling,QWERTYCharSub
antique/train/split200-valid,1188438,why is there a fence runiing on the sides of the freeway in the middle of the desert up and over rough terrain,why is there a fence tuniing on the sides of the freeway in the middle of the desert up and over rough terrain,Misspelling,QWERTYCharSub
antique/train/split200-valid,2418824,why do space shuttles move when the rockets are fired but not when water is ejected,why do spafe shuttles move when the rockets are fired but not when water is ejected,Misspelling,QWERTYCharSub
antique/train/split200-valid,3626847,what can check engine light signify in my 94 plymoth voyager,what can check engine light signify in my 94 plykoth voyager,Misspelling,QWERTYCharSub
antique/train/split200-valid,3885753,why are dead cockroaches always found lying on their backs instead of face down,why are dead cockroaches always fouhd lying on their backs instead of face down,Misspelling,QWERTYCharSub
antique/train/split200-valid,2048278,what is the ph of a 0 4 m solution of ch3coona,what is the ph of a 0 4 m solution of xh3coona,Misspelling,QWERTYCharSub
antique/train/split200-valid,114758,why does christianity teach,why does chrisrianity teach,Misspelling,QWERTYCharSub
antique/train/split200-valid,1295284,how can we solve a problem,how can we solve a lroblem,Misspelling,QWERTYCharSub
antique/train/split200-valid,3958214,how is light energy turned into heat energy,how is light ejergy turned into heat ejergy,Misspelling,QWERTYCharSub
antique/train/split200-valid,2180502,how honest are you,how yonest are you,Misspelling,QWERTYCharSub
antique/train/split200-valid,2522067,why are liberals incapable of identifying and confronting evil,why are libetals incapable of identifying and confronting evil,Misspelling,QWERTYCharSub
antique/train/split200-valid,1536937,why is there chinese chartacters but then you can spell them out in english i e wei ni how ma vs the,why is there chinsse chartacters but then you can spell them out in english i e wei ni how ma vs the,Misspelling,QWERTYCharSub
antique/train/split200-valid,2534994,what is the meaning of my first name andrei,what is the meaning of my first naje andrei,Misspelling,QWERTYCharSub
antique/train/split200-valid,2543919,what is the easiest way to make chocolate mousse,what is the easidst way to make chocolate mousse,Misspelling,QWERTYCharSub
antique/train/split200-valid,1037897,why doesn t salt lake city have its own sub category,why doesn t sapt lake city have its own sub category,Misspelling,QWERTYCharSub
antique/train/split200-valid,220575,how do you use lube,how do you use lubd,Misspelling,QWERTYCharSub
antique/train/split200-valid,1727343,why do people have two nostrils,why do oeople have two nostrils,Misspelling,QWERTYCharSub
antique/train/split200-valid,1583099,why u s is trying 2 help israel so what about palastene israel has more weapons than palastene,why u s is trying 2 help israel so what about palastene israel has more weqpons than palastene,Misspelling,QWERTYCharSub
antique/train/split200-valid,344029,what does bmr stand for when you are talking about health and what is bmr,what does bkr stand for when you are talking about health and what is bkr,Misspelling,QWERTYCharSub
antique/train/split200-valid,4450252,what are the causes of college dropouts,what are the causws of college dropouts,Misspelling,QWERTYCharSub
antique/train/split200-valid,1607924,how does the earth go,how does the farth go,Misspelling,QWERTYCharSub
antique/train/split200-valid,2035638,why can t u wear white shoes on labour day,why can t j wear white shoes on labojr day,Misspelling,QWERTYCharSub
antique/train/split200-valid,2155390,can i feed my red eared slider steak,can i feed my red eared slider strak,Misspelling,QWERTYCharSub
antique/train/split200-valid,2678635,why do husky s have coloful eyes then other dogs,why do husky s have coloful eyds then other dogs,Misspelling,QWERTYCharSub
antique/train/split200-valid,3159749,what is the difference between organic and inorganic eggs,what is the diffetence between organic and inorganic eggs,Misspelling,QWERTYCharSub
antique/train/split200-valid,3104841,how do you take care of hamster gigy pig,how do you take care of hamster giry pig,Misspelling,QWERTYCharSub
antique/train/split200-valid,2700836,how do you wire an 800 watt inverter,how do you wite an 800 watt inverter,Misspelling,QWERTYCharSub
antique/train/split200-valid,2137263,what is an encronologist,what is an encgonologist,Misspelling,QWERTYCharSub
antique/train/split200-valid,2678484,what is the mean of bibliography,what is the mean of nibliography,Misspelling,QWERTYCharSub
antique/train/split200-valid,2620488,why do they say dont keep eggs in the fridge if there is a special compartment in most fridges for eggs,why do they say dont keep eggs in the fridge if there is a special compartnent in most fridges for eggs,Misspelling,QWERTYCharSub
antique/train/split200-valid,1582044,how do tarot cards work,how do tarkt cards work,Misspelling,QWERTYCharSub
antique/train/split200-valid,1514356,why am i so sleepy even though i had a goodnights sleep,why am i so speepy even though i had a goodnights speep,Misspelling,QWERTYCharSub
antique/train/split200-valid,3961,how to stop rabbit from peeing on the floor,how to stop rabbut from peeing on the floor,Misspelling,QWERTYCharSub
antique/train/split200-valid,4400543,why do some animals always have more than one baby some animals don t,why do some ahimals always have more than one baby some ahimals don t,Misspelling,QWERTYCharSub
antique/train/split200-valid,3178012,why do we find bricks in toilets,why do we flnd bricks in toilets,Misspelling,QWERTYCharSub
antique/train/split200-valid,1978816,if god talked to moses why didn t god explain to moses about evolution why all the day 5 day 6 lies,if god talked to moses why didn t god explain to moses about evolution why all the dau 5 dau 6 lies,Misspelling,QWERTYCharSub
antique/train/split200-valid,2306533,how can i get water out of my ear,how can i get water out of my sar,Misspelling,QWERTYCharSub
antique/train/split200-valid,17665,how do i get rid of a bird s nest my kichen window,how do i ger rid of a bird s nest my kichen window,Misspelling,QWERTYCharSub
antique/train/split200-valid,3374970,what is the correct form i wear glasses or i am wearing glasses and why,what is the correct forn i wear glasses or i am wearing glasses and why,Misspelling,QWERTYCharSub
antique/train/split200-valid,363519,how do you install a oil breather on a 1994 ford tempo,how do you insyall a oil breather on a 1994 ford tempo,Misspelling,QWERTYCharSub
antique/train/split200-valid,1471877,why metals prices are getting all time high,why metals prices are getting all time hkgh,Misspelling,QWERTYCharSub
antique/train/split200-valid,2571912,if a coin is tossed twice what is the probability of getting heads both times,if a coin is tossed teice what is the probability of getting heads both times,Misspelling,QWERTYCharSub
antique/train/split200-valid,2901754,how are fico scores calculated,how are fico scords calculated,Misspelling,QWERTYCharSub
antique/train/split200-valid,986260,what is currently the meaning of life,what is currently the meaning of lifw,Misspelling,QWERTYCharSub
antique/train/split200-valid,961127,why do we put up with the heresies of science,why do we put up with the heeesies of science,Misspelling,QWERTYCharSub
antique/train/split200-valid,126182,how can i find out if i have a warrant without paying a fee,how can i find out if i have a warranh without paying a fee,Misspelling,QWERTYCharSub
antique/train/split200-valid,3608433,how fast is the chicago transit authority train,how fast is the chicago transit authirity train,Misspelling,QWERTYCharSub
antique/train/split200-valid,1289770,what is the definition of answer,what is the definitipn of answer,Misspelling,QWERTYCharSub
antique/train/split200-valid,1607303,how does a single parent with four teenagers get rich,how does a single parent with four teenagdrs get rich,Misspelling,QWERTYCharSub
antique/train/split200-valid,4387641,how do i keep my cat from scratching my leather couch,how do i keep my cat from scratching my leather couxh,Misspelling,QWERTYCharSub
antique/train/split200-valid,2492366,what is so bad about the seal hunt,what is so bad about the sezl hunt,Misspelling,QWERTYCharSub
antique/train/split200-valid,1647624,why do american s say eggsit,why do amerlcan s say eggsit,Misspelling,QWERTYCharSub
antique/train/split200-valid,727663,why do pigs wallow in mud,why do pibs wallow in mud,Misspelling,QWERTYCharSub
antique/train/split200-valid,3272207,how to make pineapple upsidedown cake germain chocolate cake,how to make pineapple upsidfdown cake germain chocolate cake,Misspelling,QWERTYCharSub
antique/train/split200-valid,2113006,when you go to buy a watch why do all the watches clocks set to show 10 10,when you go to buy a watch why do all the watches clocks wet to show 10 10,Misspelling,QWERTYCharSub
antique/train/split200-valid,3470651,how do i get rid of static shock electricity,how do i tet rid of static shock electricity,Misspelling,QWERTYCharSub
antique/train/split200-valid,1251077,what is the term take hight road mean,what is the term take hight road mewn,Misspelling,QWERTYCharSub
antique/train/split200-valid,3652886,why isn t there a tool to suck up phlegm in your throat,why isn t there a hool to suck up phlegm in your throat,Misspelling,QWERTYCharSub
antique/train/split200-valid,3152714,i m a black women and don t like hair under arms or private area but always get razor bumps how can i prevent,i m a black women and don t like hair under arms or private area but always get dazor bumps how can i prevent,Misspelling,QWERTYCharSub
antique/train/split200-valid,1051346,why is it when people cross the street they do not look to see if traffic is coming,why is it when people cross the street they do not look to see if tradfic is coming,Misspelling,QWERTYCharSub
antique/train/split200-valid,4032777,why do american people put there animals on such a pedestal,why do amfrican people put there animals on such a pedestal,Misspelling,QWERTYCharSub
antique/train/split200-valid,4262151,how should a pregnant woman deal with morning sickness,how should a pregnant woman dewl with morning sickness,Misspelling,QWERTYCharSub
antique/train/split200-valid,3211282,i dont have any friands on yahoo how do i get some,i dont have any friands on yahol how do i get some,Misspelling,QWERTYCharSub
antique/train/split200-valid,4165672,how do we get up early in the morning without alarm,how do we get up sarly in the morning without alarm,Misspelling,QWERTYCharSub
antique/train/split200-valid,993601,why were black women abused sexually after the abolition of slavery in the us in 1865,why were black domen abused sexually after the abolition of slavery in the us in 1865,Misspelling,QWERTYCharSub
antique/train/split200-valid,4069320,athiests how did you find the light,athiests how did you flnd the light,Misspelling,QWERTYCharSub
antique/train/split200-valid,2897078,how to get rid of stript throat,how to get rid of stript thrpat,Misspelling,QWERTYCharSub
antique/train/split200-valid,1034050,why does the earth keep getting hotter and hotter every year,why does the earth keep getting hotter and hotter evfry year,Misspelling,QWERTYCharSub
antique/train/split200-valid,2573745,how did african american women get the right to vote,how did african amfrican women get the right to vote,Misspelling,QWERTYCharSub
antique/train/split200-valid,1907320,how do i get college money,get college money,Naturality,RemoveStopWords
antique/train/split200-valid,3884772,how about a bumper sticker thats says,bumper sticker thats says,Naturality,RemoveStopWords
antique/train/split200-valid,348777,why would a child s psychologist recommend hospitalization to develop social skills,would child psychologist recommend hospitalization develop social skills,Naturality,RemoveStopWords
antique/train/split200-valid,397709,how and what court should i take a driver who damaged my liability insurance car,court take driver damaged liability insurance car,Naturality,RemoveStopWords
antique/train/split200-valid,1398838,what does crunching numbers mean,crunching numbers mean,Naturality,RemoveStopWords
antique/train/split200-valid,1184520,why be an a theist,theist,Naturality,RemoveStopWords
antique/train/split200-valid,2689609,why do people ignore global issues,people ignore global issues,Naturality,RemoveStopWords
antique/train/split200-valid,2466898,how do i install led s into my car,install led car,Naturality,RemoveStopWords
antique/train/split200-valid,2439070,why we get irritate,get irritate,Naturality,RemoveStopWords
antique/train/split200-valid,3083719,how do you safely wean a person off risperidal,safely wean person risperidal,Naturality,RemoveStopWords
antique/train/split200-valid,2891885,why does everone want a horse,everone want horse,Naturality,RemoveStopWords
antique/train/split200-valid,3752394,why haven t muslims protested the terrorism by radical islam like they did the cartoon jihad,muslims protested terrorism radical islam like cartoon jihad,Naturality,RemoveStopWords
antique/train/split200-valid,1485589,how sun rises,sun rises,Naturality,RemoveStopWords
antique/train/split200-valid,844617,how are dna and rna similar,dna rna similar,Naturality,RemoveStopWords
antique/train/split200-valid,4042061,why do parakeets bounce up and down,parakeets bounce,Naturality,RemoveStopWords
antique/train/split200-valid,1158088,why my neighbor s dog doesn t bark,neighbor dog bark,Naturality,RemoveStopWords
antique/train/split200-valid,546552,if jimmy hoffa is found on the farm how will it change american culture,jimmy hoffa found farm change american culture,Naturality,RemoveStopWords
antique/train/split200-valid,1107012,what does north by north west mean,north north west mean,Naturality,RemoveStopWords
antique/train/split200-valid,2008456,what can i do when my ignition key won t turn,ignition key turn,Naturality,RemoveStopWords
antique/train/split200-valid,4031702,how to spice up our lovemaking,spice lovemaking,Naturality,RemoveStopWords
antique/train/split200-valid,4217473,how do i remove the nude patch v1 0 0 1022 from the sims 2 game,remove nude patch v1 0 0 1022 sims 2 game,Naturality,RemoveStopWords
antique/train/split200-valid,406082,how do people build mussels on there biceps,people build mussels biceps,Naturality,RemoveStopWords
antique/train/split200-valid,1321784,how do blackberry s recognize that they are in their holster,blackberry recognize holster,Naturality,RemoveStopWords
antique/train/split200-valid,1708787,how to loose wait without exercise,loose wait without exercise,Naturality,RemoveStopWords
antique/train/split200-valid,1881436,how do motorcycle remains upright and stable by gyroscopic forces in detail pls,motorcycle remains upright stable gyroscopic forces detail pls,Naturality,RemoveStopWords
antique/train/split200-valid,514804,why isn t there any military bases in the state of mississippi,military bases state mississippi,Naturality,RemoveStopWords
antique/train/split200-valid,1450678,why is my wang so enormous,wang enormous,Naturality,RemoveStopWords
antique/train/split200-valid,763189,why was wearing the colour green considered a sign of madness,wearing colour green considered sign madness,Naturality,RemoveStopWords
antique/train/split200-valid,3124162,how can i get rid of a sinus infection without medication,get rid sinus infection without medication,Naturality,RemoveStopWords
antique/train/split200-valid,2858043,how do you stop bad feelings toward the people,stop bad feelings toward people,Naturality,RemoveStopWords
antique/train/split200-valid,884643,in the constellation lyra why are some of the stars labeled with the roman alphabet,constellation lyra stars labeled roman alphabet,Naturality,RemoveStopWords
antique/train/split200-valid,3617468,how do yooh laugh,yooh laugh,Naturality,RemoveStopWords
antique/train/split200-valid,4237144,why do we say god bless you when someone sneezes,say god bless someone sneezes,Naturality,RemoveStopWords
antique/train/split200-valid,1639607,what is a diruetic,diruetic,Naturality,RemoveStopWords
antique/train/split200-valid,66151,why does the it seem the u s has more serial killers than other countries,seem u serial killers countries,Naturality,RemoveStopWords
antique/train/split200-valid,1144768,what is dark energy,dark energy,Naturality,RemoveStopWords
antique/train/split200-valid,1097878,how to become smart,become smart,Naturality,RemoveStopWords
antique/train/split200-valid,2357505,why do some people refer to the irs as uncle sam,people refer irs uncle sam,Naturality,RemoveStopWords
antique/train/split200-valid,2546730,what quality of which is inherently contained in the question why,quality inherently contained question,Naturality,RemoveStopWords
antique/train/split200-valid,2112535,how come my moma doesent know what 30 4 is,come moma doesent know 30 4,Naturality,RemoveStopWords
antique/train/split200-valid,2587810,what happens to bile salts when gallbladder has been removed,happens bile salts gallbladder removed,Naturality,RemoveStopWords
antique/train/split200-valid,3913653,how can sexual desire be overcome,sexual desire overcome,Naturality,RemoveStopWords
antique/train/split200-valid,4336509,what is the purpose of running a fever,purpose running fever,Naturality,RemoveStopWords
antique/train/split200-valid,772988,what is the difference between dressing and stuffing,difference dressing stuffing,Naturality,RemoveStopWords
antique/train/split200-valid,4338583,how is it being you,,Naturality,RemoveStopWords
antique/train/split200-valid,196651,what is the difference between customer and consumer,difference customer consumer,Naturality,RemoveStopWords
antique/train/split200-valid,3407617,why is prostitution wrong,prostitution wrong,Naturality,RemoveStopWords
antique/train/split200-valid,3731489,bulldog is aware of whats happening and trying to stop it already at vet just waiting for blood work ears fi,bulldog aware whats happening trying stop already vet waiting blood work ears fi,Naturality,RemoveStopWords
antique/train/split200-valid,2550445,why do teens today find it amusing to tear one another apart,teens today find amusing tear one another apart,Naturality,RemoveStopWords
antique/train/split200-valid,3507499,tell me the difference between revenge and vengeance,tell difference revenge vengeance,Naturality,RemoveStopWords
antique/train/split200-valid,1443637,how do you find info about a house s history that isn t historical,find info house history historical,Naturality,RemoveStopWords
antique/train/split200-valid,98438,where can i find a simplified explanation of how to use commas properly,find simplified explanation use commas properly,Naturality,RemoveStopWords
antique/train/split200-valid,4048305,why aren t there ever any guilty bystanders,ever guilty bystanders,Naturality,RemoveStopWords
antique/train/split200-valid,3738877,if i had a bad breath what should i do,bad breath,Naturality,RemoveStopWords
antique/train/split200-valid,461995,why does my congregation complain about lenght of my 90 minute sermons,congregation complain lenght 90 minute sermons,Naturality,RemoveStopWords
antique/train/split200-valid,566364,what are caskets its so amazing how they are made,caskets amazing made,Naturality,RemoveStopWords
antique/train/split200-valid,2632334,on the most fundamental level why is killing other humans bad,fundamental level killing humans bad,Naturality,RemoveStopWords
antique/train/split200-valid,263783,what affects did watergate have on the presidency,affects watergate presidency,Naturality,RemoveStopWords
antique/train/split200-valid,511835,how and why did the roman empire fell apart,roman empire fell apart,Naturality,RemoveStopWords
antique/train/split200-valid,913424,why do i black out while i am driving,black driving,Naturality,RemoveStopWords
antique/train/split200-valid,103298,why precisely is foreign food considered ethnic,precisely foreign food considered ethnic,Naturality,RemoveStopWords
antique/train/split200-valid,752633,how did you do when there was a bomb while you were shopping in new york,bomb shopping new york,Naturality,RemoveStopWords
antique/train/split200-valid,3651236,what does the 21 mean,21 mean,Naturality,RemoveStopWords
antique/train/split200-valid,3690922,how do u end a bad rep,u end bad rep,Naturality,RemoveStopWords
antique/train/split200-valid,4287894,how long is the train ride from italy to finland,long train ride italy finland,Naturality,RemoveStopWords
antique/train/split200-valid,11706,why not legalize and tax prostitution,legalize tax prostitution,Naturality,RemoveStopWords
antique/train/split200-valid,1458676,why do criminals go back to the scene of the crime,criminals go back scene crime,Naturality,RemoveStopWords
antique/train/split200-valid,1246269,how does a pardon work,pardon work,Naturality,RemoveStopWords
antique/train/split200-valid,2776069,what is taj mahal,taj mahal,Naturality,RemoveStopWords
antique/train/split200-valid,3118286,how to reduce crime and violence,reduce crime violence,Naturality,RemoveStopWords
antique/train/split200-valid,1341602,what are some common causes of my cat s eye to be watery and drip clear fluid,common causes cat eye watery drip clear fluid,Naturality,RemoveStopWords
antique/train/split200-valid,2677193,what does the phrase take no prisoners mean,phrase take prisoners mean,Naturality,RemoveStopWords
antique/train/split200-valid,929821,why do guys sniff their underwear,guys sniff underwear,Naturality,RemoveStopWords
antique/train/split200-valid,1495234,how do you use incognito in a sentence,use incognito sentence,Naturality,RemoveStopWords
antique/train/split200-valid,3824106,what happens when a young girl young boy meet alone,happens young girl young boy meet alone,Naturality,RemoveStopWords
antique/train/split200-valid,2910592,how do i get rid of pink eye quick at home,get rid pink eye quick home,Naturality,RemoveStopWords
antique/train/split200-valid,1016750,how do i erase all the contacts in my lg 6100 verizon phone at once,erase contacts lg 6100 verizon phone,Naturality,RemoveStopWords
antique/train/split200-valid,4183127,why are some americans so prudish when it comes to sex,americans prudish comes sex,Naturality,RemoveStopWords
antique/train/split200-valid,2235825,why do i fall asleep after i eat and how can i prevent that,fall asleep eat prevent,Naturality,RemoveStopWords
antique/train/split200-valid,643630,how do you keep your parents from divorcing,keep parents divorcing,Naturality,RemoveStopWords
antique/train/split200-valid,2613648,how can i strengthen my eyes,strengthen eyes,Naturality,RemoveStopWords
antique/train/split200-valid,358253,why do wiccans believe that they have magical powers when they don t ever produce any magic,wiccans believe magical powers ever produce magic,Naturality,RemoveStopWords
antique/train/split200-valid,3556937,how is lava made,lava made,Naturality,RemoveStopWords
antique/train/split200-valid,4092472,what does elucidate mean,elucidate mean,Naturality,RemoveStopWords
antique/train/split200-valid,2500918,how do you cure poison oak and poison ivy,cure poison oak poison ivy,Naturality,RemoveStopWords
antique/train/split200-valid,2704,why does it seem that no matter how hard you try,seem matter hard try,Naturality,RemoveStopWords
antique/train/split200-valid,1191621,how can some one so negative go to hevan if there is one,one negative go hevan one,Naturality,RemoveStopWords
antique/train/split200-valid,317469,how can i get rid off my pimples white black heads and oiliness of my face,get rid pimples white black heads oiliness face,Naturality,RemoveStopWords
antique/train/split200-valid,595342,what is there to expect when you turn 17,expect turn 17,Naturality,RemoveStopWords
antique/train/split200-valid,2735795,how to decrease weight 100kg to 70kg,decrease weight 100kg 70kg,Naturality,RemoveStopWords
antique/train/split200-valid,1727879,why is organic all natural food more expensive,organic natural food expensive,Naturality,RemoveStopWords
antique/train/split200-valid,3172166,does any one know how to find out about an insurance claim,one know find insurance claim,Naturality,RemoveStopWords
antique/train/split200-valid,212427,why do criminals practice crime,criminals practice crime,Naturality,RemoveStopWords
antique/train/split200-valid,3280274,what is a schnitzel,schnitzel,Naturality,RemoveStopWords
antique/train/split200-valid,2942624,why do random strangers keep asking me what ethnicity i am,random strangers keep asking ethnicity,Naturality,RemoveStopWords
antique/train/split200-valid,3495304,how can i find a diabetic freind,find diabetic freind,Naturality,RemoveStopWords
antique/train/split200-valid,485408,what can i do tonight,tonight,Naturality,RemoveStopWords
antique/train/split200-valid,2630860,why is god male,god male,Naturality,RemoveStopWords
antique/train/split200-valid,2764765,how to study 17 18 hrs a day give me practical tips,study 17 18 hrs day give practical tips,Naturality,RemoveStopWords
antique/train/split200-valid,2961191,what is ogopogo,ogopogo,Naturality,RemoveStopWords
antique/train/split200-valid,3841762,what is the most important number and why,important number,Naturality,RemoveStopWords
antique/train/split200-valid,1933929,why do dog go bathroom on the funiture,dog go bathroom funiture,Naturality,RemoveStopWords
antique/train/split200-valid,1440810,what is the difference between hotmail and hotmale,difference hotmail hotmale,Naturality,RemoveStopWords
antique/train/split200-valid,94629,why receptors are good drug target,receptors good drug target,Naturality,RemoveStopWords
antique/train/split200-valid,189364,how can i become a better ballet dancer,become better ballet dancer,Naturality,RemoveStopWords
antique/train/split200-valid,2169746,how can i get rid of a boil on vaginal labia and underarm pits,get rid boil vaginal labia underarm pits,Naturality,RemoveStopWords
antique/train/split200-valid,2147417,why doesn t glue stick to the inside of the bottle,glue stick inside bottle,Naturality,RemoveStopWords
antique/train/split200-valid,554539,why do you read,read,Naturality,RemoveStopWords
antique/train/split200-valid,332662,what is sosiology,sosiology,Naturality,RemoveStopWords
antique/train/split200-valid,3382182,is more difficult to train a male versus a female,difficult train male versus female,Naturality,RemoveStopWords
antique/train/split200-valid,242701,why does taco bell always make me nauseas,taco bell always make nauseas,Naturality,RemoveStopWords
antique/train/split200-valid,2573803,how do you get rid of sweat stains on clothes,get rid sweat stains clothes,Naturality,RemoveStopWords
antique/train/split200-valid,2094435,what is involved in an artists portfolio,involved artists portfolio,Naturality,RemoveStopWords
antique/train/split200-valid,2041828,what does the bible mean by calling pride a deadly sin,bible mean calling pride deadly sin,Naturality,RemoveStopWords
antique/train/split200-valid,1907847,what sounds like a clap,sounds like clap,Naturality,RemoveStopWords
antique/train/split200-valid,544869,why is it so easy to be bad,easy bad,Naturality,RemoveStopWords
antique/train/split200-valid,937635,why do they put braille on a drive through atm,put braille drive atm,Naturality,RemoveStopWords
antique/train/split200-valid,1512776,why can t i post to a finance message board,post finance message board,Naturality,RemoveStopWords
antique/train/split200-valid,1467322,why do i keep coming on here asking stupid questions that dont really matter pray tell,keep coming asking stupid questions dont really matter pray tell,Naturality,RemoveStopWords
antique/train/split200-valid,1423289,why does my nextel turn off by itself,nextel turn,Naturality,RemoveStopWords
antique/train/split200-valid,1211877,how does playing pool deal with science,playing pool deal science,Naturality,RemoveStopWords
antique/train/split200-valid,404359,why is corruption high in the third world countries,corruption high third world countries,Naturality,RemoveStopWords
antique/train/split200-valid,4287367,how can ppl tell if they r bipolar,ppl tell r bipolar,Naturality,RemoveStopWords
antique/train/split200-valid,278043,how is splitting a laser beam dangerous,splitting laser beam dangerous,Naturality,RemoveStopWords
antique/train/split200-valid,3635284,what is the procedure for getting a paternity test,procedure getting paternity test,Naturality,RemoveStopWords
antique/train/split200-valid,2421078,why is my chihuahua male so hateful,chihuahua male hateful,Naturality,RemoveStopWords
antique/train/split200-valid,684633,what s the best asian and why,best asian,Naturality,RemoveStopWords
antique/train/split200-valid,3814583,why do only republicans defend martha stewart,republicans defend martha stewart,Naturality,RemoveStopWords
